,batchsize,learning_rate,max_dropout,max_units,momentum,num_layers,weight_decay
19,16,0.00020709247899360883,0.5345978481936482,964.6454327185535,0.41127812584677115,2,0.013754975282277593
20,164,0.015703164289704783,0.3553932370243367,959.1403798751429,0.264185645221918,2,0.08350875787633848
21,118,0.03608632566808755,0.4689990422810878,585.8972384575328,0.5598918366319232,1,0.017942250001943834
22,71,0.000209731927006849,0.3843517753304565,90.5866809108994,0.9545317787438357,2,0.021371416719241417
23,383,0.00010938392357127967,0.8121019861649343,101.11163158549853,0.7185537456776837,5,0.04319786692413535
24,266,0.003942122524554667,0.3467577473714649,67.80123661631424,0.8679003582394562,2,0.0022739784524375543
25,370,0.0018003072228452482,0.9918331261078563,167.2225919394157,0.6821975366706564,3,0.07680274452269065
26,179,0.04924047481791085,0.790175862583561,250.03323346659846,0.47359090604586873,3,0.08221014249099123
27,73,0.004927450239170968,0.6643188455245196,307.9963203288563,0.17490200772783693,4,0.05495427362364796
28,110,0.002952880111401202,0.8257571619943238,128.40419972390703,0.17857264603340461,2,0.005833390257304297
29,78,0.00039432589109138417,0.7494200048811129,137.10629593867674,0.6846501055536058,1,0.055123606401146136
30,391,0.002119995241246292,0.46318755958041724,388.8791713155121,0.3153284581409094,2,0.09814326642927228
31,107,0.016141834402397297,0.051703053729962645,68.83821540904135,0.1868062827153022,5,0.030057428271168488
32,38,0.0008210522817611266,0.9838125116897722,816.1216610638841,0.5897473094662333,3,0.02031235829079789
33,100,0.004609468933052113,0.7152554055534496,891.2336701959746,0.7747223307990512,5,0.0830335815379368
34,89,0.0033126190876291697,0.35324560084189005,875.1590655891009,0.9258672871697974,2,0.0001692956012964125
35,42,0.0016807654251528757,0.42918006578931267,247.0441540885877,0.8838222641383882,2,0.06309161214575244
36,34,0.0002804862232842047,0.3610243722600299,100.8665764951083,0.875883894262756,2,0.027292822102220823
37,162,0.041697233882260196,0.4688311707132623,132.69140707180114,0.6041828774017288,2,0.04877111742040746
38,120,0.01629969396562839,0.16283354811208883,79.42086045220844,0.40911133970875124,2,0.07567876460597833
39,64,0.002254522744122957,0.08999491122631464,99.28200275049211,0.9827607324456423,4,0.08757470513164205
40,38,0.017180841301949374,0.33503700959859106,816.3368359456256,0.5076896019377857,1,0.03245968147807794
41,21,0.0005553463927355687,0.8842703418813174,616.7008126062414,0.903846992282193,2,0.052155756894472785
42,475,0.0058483662132188165,0.9581799076098212,911.8041431003915,0.8287670383510023,4,0.0693596990178966
43,97,0.0002665332367316998,0.8954939236273477,366.64702996759735,0.12591803678691213,2,0.02932225201056097
44,105,0.019616811518883746,0.5156496969935038,144.7604451011991,0.9776934262591814,1,0.005374714840106039
45,32,0.015321594508025355,0.1729629030498535,585.1983520166538,0.5593790325817589,3,0.044245884792917405
46,211,0.005633814050778432,0.4292966479861706,300.50732123124874,0.7079040291329376,4,0.08663833813821352
47,481,0.006822710521463434,0.9970260210165084,625.5699509198452,0.777634450360829,3,0.05083435836080905
48,18,0.00018196325777919983,0.4041175789664,115.55170860010026,0.11198867579679023,1,0.04158482776291916
49,410,0.01135280862293518,0.9172690757743012,65.93939174132083,0.9783487766950292,2,0.06640811782224681
50,314,0.0012677302145513306,0.5816761674963121,335.40861718954085,0.4177646798986805,2,0.024773460565379102
51,270,0.002273132128698044,0.9555109324976505,102.80515240138025,0.9824947004455037,4,0.02485446473266885
52,74,0.035616653541587495,0.6843468413380537,130.68381669468206,0.670772484246203,4,0.06608160458059888
53,33,0.002769310244942354,0.061856217084620746,113.01732596303307,0.8569334165994678,4,0.09792180769704475
54,64,0.0005277747019694104,0.768594496683776,102.41989169975317,0.4122407458585031,4,0.08421814831356234
55,497,0.0028749482866590203,0.9975587396108097,431.3739721299694,0.8488924452907013,2,0.06754939080786654
56,41,0.01598640954817249,0.431539753473112,151.2853881118225,0.4026573047474308,2,0.01167037568369914
57,108,0.016450047044042907,0.6094891975041431,79.12246304561322,0.6652533318902814,1,0.06648100861826321
58,89,0.006055096269707424,0.34027832208010556,181.01831649900922,0.24298128259162152,3,0.09503473245391418
59,66,0.0012860049992181792,0.010302094217178093,422.17190805189244,0.9364287640436091,4,0.01832613430647566
60,147,0.00015332217853917992,0.7730479567759685,112.99578015673073,0.31955373050609703,3,0.08421611236045226
61,168,0.00019191196199745962,0.972289965521923,173.1016563959198,0.8343566152110123,4,0.0662257397566626
62,88,0.05418884957008637,0.3185094965842864,479.86108724029145,0.2759645675262322,2,0.07660103384169586
63,22,0.03311432506572639,0.8719465709519219,381.78232447101,0.1452709371520026,2,0.02166816061672116
64,272,0.0002579653304275735,0.6529851097390239,339.26000976819716,0.9242084680963705,1,0.014609326447821827
65,147,0.00011642267341310926,0.039136776508328475,135.37656034021015,0.2134539542970137,4,0.044217914693994144
66,161,0.0013217310844938878,0.8063662540751695,721.4477801470787,0.7140251523705682,2,0.06057175131801703
67,46,0.0016870640568151995,0.5953341990816795,309.8499895398761,0.11466677222372958,1,0.03325759537836494
68,461,0.025742418565744128,0.39255350732517136,542.6300899390768,0.4503714913153358,5,0.03078871341343523
69,20,0.001989587623427888,0.7313032982759028,487.2579556182673,0.23351923752090262,2,0.014411762551781181
70,348,0.002894041831329492,0.9778131550339063,271.45468177883413,0.7072705407361238,4,0.09955575370760551
71,114,0.033384224702364136,0.5814786903725737,157.85442559625673,0.1604235836222423,1,0.010563317672996906
72,490,0.00018701153830410973,0.22386758547468233,144.75342832205962,0.4401591303837564,2,0.014985182402028296
73,24,0.001729129849161771,0.19640402284834946,248.759967277822,0.26698311571285566,4,0.08591854483183241
74,21,0.00034012019309149393,0.776243553296171,920.1526730050887,0.3876872808257026,3,0.06422505057174964
75,422,0.00012338152038329615,0.45595027124409326,119.41515271947155,0.3454737436700048,2,0.07784997496149018
76,471,0.003661291091806428,0.32529512718903275,353.7295653547634,0.6426318805576295,4,0.009554876091836709
77,73,0.02295614594806772,0.1208671342054175,73.78112375392642,0.35879592161860496,1,0.05541832223640641
78,39,0.0002346844065473624,0.18266373244524203,493.1229536328924,0.6612530208815594,3,0.023922613899157265
79,304,0.00014206705876402645,0.03924247530351499,272.51901040490543,0.5511148852220475,4,0.08152234672137597
80,88,0.0014749385927004563,0.6530243557385672,498.83898958199325,0.2958881762853909,5,0.06802085192627248
81,95,0.008608406083320879,0.4795665586940555,429.1059706439909,0.9002991279122339,1,0.08000136784171902
82,119,0.0011716971668815006,0.6498413250390529,258.5839405205309,0.7049598849492016,3,0.00994775023898564
83,17,0.0024381403707961786,0.8798417581807471,78.31619271664827,0.9101738551091351,3,0.01722204443453649
84,194,0.000610874383385247,0.14882120961663636,102.85767839065797,0.21255093475485887,4,0.04975467306406501
85,54,0.00010340931560772887,0.7191743849966156,387.19001576740203,0.10028026078657074,4,0.0794159992159903
86,83,0.0003802742579745813,0.5018367754641933,163.8091631476033,0.9047653050561099,1,0.03843866990090846
87,59,0.01812655961886629,0.4370336573236884,893.7925902545327,0.4293812290607386,3,0.07997304730469504
88,39,0.024487984828366848,0.31631204686071057,299.23852367398774,0.3049324629845612,1,0.07773101531200224
89,151,0.008657525183496157,0.5234454317298803,475.4277952069293,0.5963555088297909,4,0.03801747109186143
90,51,0.05198424043100279,0.8394419383855771,258.9746624096063,0.5607243033044456,2,0.039934021956312286
91,63,0.002639688021730008,0.6986232450994497,121.64956658895561,0.3626495664097028,4,0.06149600254515816
92,182,0.0015090493321512698,0.029916108494483673,207.23297171622025,0.9867202928002401,5,0.04556222077842275
93,372,0.0017323826294513612,0.07748943101083638,218.6263396395374,0.7525960157759181,4,0.08938418362930914
94,42,0.017848802677829432,0.4000776488722593,178.26313683400778,0.7976910638008936,5,0.07183691339490116
95,59,0.00011605849444177597,0.4466399755358964,256.0892618702797,0.2018673863414413,1,0.016115647409771765
96,47,0.00041829816545709475,0.6737714656699291,516.8832682954212,0.34418607544103724,2,0.040363797620410084
97,31,0.012181649989895361,0.3662504172353164,819.9098602655813,0.3863277540164304,4,0.006990185294174042
98,101,0.0014524806315341806,0.9521960367441438,89.77847925337991,0.6455684621106762,3,0.0186852950104794
99,272,0.002622536478526957,0.023656914413200836,142.8490194733105,0.3702874826565078,5,0.07741932796613504
100,117,0.00541487785603883,0.19844340697851226,413.3494121766269,0.2961825127250137,5,0.05056512265912766
101,65,0.005250591685039828,0.15407280239609344,524.1139089712224,0.6826403768256257,1,0.020077103193171447
102,18,0.005507626444222591,0.9869589102530403,205.02825738500724,0.7224893518598524,3,0.0002656523660439224
103,62,0.00465853506210583,0.2054249398254009,178.1289584461343,0.6710431359786747,1,0.0256998867422749
104,231,0.03635240145290642,0.255510275974149,164.26594897058524,0.8016298906030501,3,0.026037855130190888
105,261,0.06464443707819532,0.7295735356946222,271.57381732228066,0.6258486862563669,5,0.05129000219208346
106,22,0.0002529508681875605,0.3083287830717232,221.34375885485636,0.7831030183150732,5,0.06204412184868158
107,17,0.00015725116649454394,0.28147457483797234,796.801423405522,0.33490429027316265,2,0.08234645861135353
108,53,0.0001974737021555991,0.6071752275363969,152.84663441641467,0.8450444435138089,3,0.04414439540101864
109,332,0.0004747586012496425,0.9207100705746573,74.26678803797051,0.3502828610544054,2,0.05539817582019772
110,50,0.008108635992473232,0.05204284907962298,99.19478954300655,0.24186332175883796,4,0.054503301899902976
111,34,0.009743927588938432,0.4406404258113922,67.44649760373325,0.9251459319008399,5,0.007518012204110549
112,26,0.013949257444845597,0.7338402461467377,1023.1712361596414,0.20793995897202222,5,0.05466822641984037
113,139,0.00047578538825896567,0.2570080675098868,165.08391377398175,0.62613211221315,4,0.07691615834379903
114,26,0.002658143579922032,0.5012206194984431,184.86956453750523,0.5801592731676751,3,0.04782144533277596
115,403,0.033193453994714475,0.5825018266325717,309.7661438618701,0.4931759053737399,1,0.08241864157705187
116,33,0.008658740523255262,0.3526948350285314,521.529221256636,0.6825908400696918,4,0.04402816806457051
117,111,0.07943333818898633,0.9475257452986016,75.0288878919135,0.42435654652432764,5,0.021775269118865574
118,65,0.02174895797049924,0.4733214376822459,810.1143741023078,0.3920323713654067,3,0.054924760200589375
119,298,0.0015447970326998867,0.20319921038206623,261.87120619382506,0.15002369338927135,4,0.04678491325006077
120,162,0.0016268839243925594,0.553293177056901,145.20769837079825,0.12963491426304422,4,0.0435443841997455
121,59,0.015311555224876707,0.8967312723994778,163.28649569734748,0.40579266217615284,1,0.002547610459537145
122,126,0.0006120982469961843,0.7180006686737765,184.28308293642613,0.4313048508757633,3,0.07307509299108933
123,302,0.00012440337256841436,0.529205800754403,227.04182287444758,0.4578917638363864,1,0.0030992286374441195
124,30,0.006497069512310613,0.30530444634186216,562.1834534919312,0.5212899400346438,2,0.006115392750049887
125,23,0.00012967570626171938,0.6284003145455255,336.029354397899,0.21305324114343388,4,0.036162119906842496
126,47,0.001331352114157697,0.6699412424701768,593.0663308691381,0.8349348490935699,2,0.018920008057719997
127,24,0.06039292269868762,0.6001304326669236,420.3373411392567,0.7543076920416444,1,0.01965167624963258
128,45,0.03543374190834575,0.3028814660731687,81.5780558647158,0.7677856775932187,5,0.045142151688424885
129,24,0.0006055704500750834,0.6061719344496204,148.6333936333379,0.6354611360155392,2,0.08071365371688262
130,462,0.00012605642640236731,0.5425472957019273,416.47212832203144,0.8948809271055629,1,0.04086529765141525
131,67,0.0017186095522487119,0.5322137611419542,550.3310417531628,0.5727141975199854,1,0.09330460001881968
132,260,0.0009954703385112451,0.9707725475829182,648.4306183856264,0.8004954101263748,2,0.0034077741355794935
133,37,0.006412392135985094,0.5111049891889738,250.1812271680001,0.16720639925804373,2,0.008959351796037948
134,74,0.010258560652430332,0.5412557799038799,687.9258563222787,0.22468792401751925,2,0.046701694664952734
135,340,0.0015611482494237157,0.2979948318392105,594.0801324722537,0.43037030313857116,4,0.08573200619363895
136,54,0.0005983288582607104,0.1621906237499371,182.91162832745454,0.504301799793571,2,0.004465261866729997
137,23,0.004335298481755322,0.8954343292650189,94.16018202423562,0.9246209379048862,2,0.0748875004086285
138,41,0.030989608901268503,0.8365713734065263,399.89991018093525,0.5664726431063557,3,0.09557192173436313
139,477,0.0001381835282153313,0.20489760845888616,386.7436355538981,0.8426253013118975,5,0.08344341875987778
140,110,0.0002030843282144457,0.684414618758304,522.5887359184359,0.8434222445283489,3,0.09512553044309624
141,384,0.0011266693784307419,0.46690125670925486,818.3092441051602,0.5067669792853081,1,0.019921034711817904
142,190,0.040256673416130505,0.25727527433027353,267.36564669595543,0.43412948163172904,3,0.041426904016290136
143,506,0.006133615731394659,0.7441058916590845,1007.4991010789709,0.47923252739159805,5,0.038239818598820065
144,349,0.09079988077766599,0.39405292140016124,101.7235227443618,0.11130272589902425,4,0.05557799706165821
145,96,0.08053074194271,0.9854137294331459,540.4560707304795,0.24846350936286749,4,0.09075765229438178
146,125,0.0020655961813265413,0.5003316311705295,113.66204995793423,0.9032244818249299,4,0.050925699944684884
147,412,0.0002072916830240169,0.0004024799633302045,985.558973115685,0.47315483811656966,1,0.04730984430133394
148,260,0.0006516807467168977,0.8072554013832708,171.63127946095653,0.4438443227504518,5,0.0054882774237799
149,344,0.013883850205624803,0.3894006607871524,420.9005240324103,0.621570090078249,2,0.04282114371002442
150,140,0.003351466624611411,0.5128272258791825,389.2917404059561,0.5327858281434317,1,0.05981329607783169
151,63,0.0007930569797813908,0.6483243027153798,380.0700712390889,0.6432408052055231,5,0.08203274198375961
152,34,0.03964266767052712,0.4575586043130012,570.6768904764809,0.7540905568110391,2,0.015562149221298081
153,31,0.020016868812314792,0.46903004737770315,86.96350991472026,0.17859798545736683,4,0.0018713396882848517
154,28,0.007195424594664012,0.4917834276275783,589.3357219298525,0.8949315286432648,1,0.015971574291018708
155,53,0.008519971873486059,0.8796687046011173,82.19456102034162,0.5314884984365202,4,0.06425524698938928
156,67,0.00012544695254435145,0.2994857068327219,369.0323063451474,0.6323712047214592,5,0.053815099302039905
157,102,0.0023226751255224433,0.720511654406602,73.0036839351661,0.6744280655738997,1,0.0614929695731457
158,312,0.02179678967834256,0.5518928992935896,67.64424875258302,0.24230485008669267,4,0.00023662983909155007
159,24,0.003183960176452781,0.748616100968557,354.4635062858196,0.9768052700216775,2,0.04062653648896951
160,64,0.010585591079765281,0.6285116767174482,72.94610386470914,0.7372372540194863,3,0.014366418957609236
161,30,0.00010295482290412133,0.8612832195028627,237.4740343184383,0.21259446245753044,5,0.06028361555139819
162,211,0.01528277691485687,0.9427672787395298,695.2034039318215,0.9854691363776902,2,0.04320681631022117
163,26,0.0030345367715319477,0.49597268178508347,239.26813622619062,0.9261217386949498,5,0.0436183404519258
164,403,0.00020999094520803834,0.5570896400966764,221.44470403096466,0.3272708321563491,2,0.007458011269200302
165,450,0.02926429405899928,0.6043529672712162,579.1028621606775,0.2901227961296069,1,0.013005481526354626
166,26,0.00037114616525657073,0.4019676408917049,208.48130125161265,0.639098798210281,5,0.02691981481680625
167,61,0.00023626789488650907,0.1230400457754045,77.20066957223372,0.9382322183581415,2,0.07740695196370308
168,39,0.0004703944773597906,0.5455749531549444,170.63214879027672,0.4363601733397109,5,0.02668478627199052
169,22,0.0013910428779482815,0.7570938633326386,671.8932330390907,0.21817790481999583,1,0.0028184675180185884
170,73,0.003963261935655724,0.8413692969151658,100.22334455464909,0.3409652590084337,3,0.0015407917450650874
171,75,0.0005429231805367644,0.31545043804862494,96.09949663855444,0.13663236630484282,2,0.027361835168756305
172,52,0.00011614578885548876,0.5962940872331852,545.5503910181072,0.49533981380427494,4,0.006994748688255872
173,309,0.00022403243267191808,0.8745548061355083,159.82806872991733,0.30357420813506053,1,0.05541048790254638
174,338,0.00035156313089493014,0.700043625567794,789.9689967062391,0.11055012196543682,4,0.0380482588407049
175,118,0.02907412463017028,0.9870335780463232,896.7380052617156,0.6934277654291169,3,0.09248870217379639
176,116,0.006115835969546909,0.2845966835907473,114.859245250726,0.3103953196280458,4,0.08143634658008257
177,435,0.00016107554788973106,0.45216890718083025,678.3807613770024,0.606751769129314,5,0.048149238907628324
178,104,0.027179142339757753,0.27464274742966654,617.7915197351463,0.8557571663758944,3,0.007094534936620154
179,16,0.0016236374640567932,0.39458315136030175,74.51971235805776,0.44758319709027217,3,0.08278464777285781
180,61,0.016916938402926053,0.8485724542799689,102.16996999600822,0.23019546218503056,4,0.0593677299727808
181,23,0.00042347717775232275,0.9866727207969589,650.0958700723666,0.6223095090006806,2,0.049382006480015166
182,365,0.0089788958489701,0.5101720372276906,210.61866149806227,0.76430294841171,5,0.08425541460448874
183,26,0.08489123084330008,0.03550963562726994,359.93646221620446,0.39278903163307366,5,0.049893880973663374
184,22,0.02371956927189371,0.9060204652539405,142.21335828928292,0.8571704511845673,3,0.011625639853681837
185,17,0.024960873783210442,0.9437629878979745,469.88422320830415,0.36797069105537084,1,0.07513537953957762
186,22,0.0001805139040730942,0.35751860211439757,707.6662363462482,0.2590834301665786,2,0.025521498335774363
187,248,0.027780423564207138,0.44794673347614744,379.2470368823898,0.6944701341801875,1,0.0372660819128173
188,42,0.000780904703931906,0.2608440860250806,92.71810511522199,0.7444133315535827,1,0.024337036731369967
189,17,0.0008063290289902949,0.09204388713193412,595.4130717703542,0.17151751472404952,5,0.0596535946811206
190,232,0.0018314692423862316,0.9804211727307554,947.8450065627816,0.3585103781423915,5,0.07042356179066889
191,42,0.019050236717762785,0.32803372657830376,502.0743348598053,0.7549780136141043,2,0.01741192156414261
192,154,0.00023114156787569496,0.2681827134475213,77.37856305866379,0.584875268537833,4,0.07451335179162534
193,102,0.011157367093463634,0.8641771964857687,394.10188863534114,0.9502087172445028,4,0.056341820514732605
194,17,0.019346681503995773,0.5165003327923284,115.58626568223171,0.8919933215936149,5,0.08863366375313633
195,20,0.0008652543953441057,0.5530317993346991,131.9322785396336,0.8258518067597208,2,0.08409134087211062
196,77,0.0010914941627548744,0.736669111892297,85.21287560139179,0.7637574282259804,3,0.06628001917326183
197,22,0.0006055281965935977,0.12886697416276327,728.3704564339452,0.42741559861486234,1,0.08938378784673481
198,151,0.0035269621591205403,0.7429890085144449,75.90668562067225,0.9602546124944136,1,0.0386549435659209
199,16,0.0013956944662660512,0.4871374267784305,143.40214830026898,0.1734372147106225,2,0.05265292095503898
200,243,0.014531962369285212,0.17894474667890903,560.6376905133167,0.8378084356131552,3,0.02472954905738095
201,251,0.007095348409016201,0.5867057751825985,117.69487566567717,0.3148820916158874,2,0.05529960368373314
202,429,0.03922726018561133,0.7487909717817735,812.6122445246189,0.45264210227104695,4,0.07870254869181811
203,163,0.0005938905208029004,0.8765860479496518,590.7681660505896,0.8909422382595362,5,0.07520137812578874
204,372,0.005437787001672132,0.3903671829320685,209.41505298790165,0.7664194048909405,5,0.09942762904953155
205,64,0.00044914570094759486,0.19598517761158063,754.5101969069574,0.44232187051145966,1,0.03679456749456574
206,445,0.002011589914390585,0.5002168338368549,238.4200081118473,0.12837077558788265,3,0.018480379710957708
207,123,0.0009290724161978628,0.06667472293416088,199.44481731574336,0.47052544209716685,2,0.05582979140131647
208,113,0.003966335499958163,0.21579524017663632,948.9923881091961,0.9491802669491172,3,0.08512792957371942
209,36,0.0004440965767299942,0.5982593147700794,321.7175345632049,0.8812661546970814,5,0.08151402506149323
210,309,0.0004962503619442046,0.5005679357846733,883.2420574164344,0.6195661699534528,3,0.030789280870707147
211,278,0.00012046248141522917,0.7106404466863043,903.5365239910143,0.38566860569519734,2,0.06761347002705431
212,17,0.040223176269419424,0.7086858636390844,165.85371079630096,0.3797883551404223,3,0.051901976603259535
213,258,0.005141672528388794,0.6606588635300671,649.891111188468,0.1512630258482852,4,0.0274761269622441
214,204,0.009188323774290992,0.649308099951892,656.2895875933539,0.5022052879577735,4,0.06312501636757119
215,491,0.00017560823827617267,0.36175576325552417,387.0874972769576,0.8753228685262737,2,0.050033644116993556
216,135,0.0020576749659822133,0.34892334207077524,490.6952563226423,0.9086544891574067,3,0.0644022820664105
217,16,0.0007143292709473006,0.467675049443095,310.62006702145595,0.6284922334039208,3,0.09694950332192916
218,240,0.006929536147690213,0.5589011656200858,122.55258930306631,0.5408735639330898,3,0.04077775064864677
219,103,0.0009930590560119244,0.7412032159069347,204.92707359523348,0.5844642006800062,2,0.03489037604666783
220,23,0.0039904947700444525,0.345718910982147,784.1100936945828,0.5030998789122365,1,0.058058121547353896
221,32,0.00048052645377979445,0.8399022816083777,66.32354918543325,0.9233182687668913,3,0.0755412375417698
222,282,0.000177472632891269,0.1401186916453825,129.26272841162415,0.9117197129445219,2,0.07732284493999177
223,178,0.027095590678149536,0.7744395110810524,138.99838883230103,0.7896175765091545,2,0.02787349453913284
224,37,0.000997240758316595,0.9854840478869077,896.7202261789683,0.13472601642571694,5,0.012727774047457016
225,466,0.00010342824516775068,0.018091051308230965,189.41549377574037,0.9134742833040902,1,0.060866469023125716
226,240,0.00018222151256769533,0.26182095606337197,884.2265112138311,0.38930992558202004,2,0.004069741726076654
227,39,0.004865312210023645,0.39372071774942496,92.78951996821401,0.13727341222725958,4,0.06304687101282588
228,128,0.004194982083657726,0.8029067828501596,280.51189940612045,0.8089572720528653,3,0.06691401983870511
229,156,0.0015609408425641005,0.9605537187761632,241.74304325255778,0.8203306518917145,3,0.08268476108642135
230,123,0.0009231457298500877,0.44853170914805596,190.77155941332052,0.8516162004395146,4,0.09636915769281185
231,17,0.00035236880430925715,0.6429702586176714,170.3979274559284,0.41572137371943263,3,0.09478607108027556
232,30,0.003442578953398525,0.4116676038164816,74.0899746596743,0.24591790388070323,1,0.05355960318263581
233,284,0.026958199323595913,0.039403030282010754,882.3121677323776,0.14461851219867386,1,0.08574707156115029
234,112,0.0011354407226643758,0.0399545162205478,335.1096950321581,0.48778406339133384,3,0.0975197823795939
235,504,0.001942053186033909,0.723705625407065,221.33337934629643,0.22625201400944023,2,0.019033684042448037
236,180,0.0005375706453307096,0.7167489788974606,290.15037398510043,0.21452511353373005,2,0.03635380286806497
237,160,0.03432729448898194,0.4085218292105429,102.58141239010914,0.7554705780104445,3,0.04855878700584478
238,66,0.0041597786363962875,0.12348790425539835,830.7947543950817,0.3835704171896376,1,0.0019644013769484756
239,129,0.020480352200956058,0.9287539080033335,379.1781656520808,0.41022967450641046,2,0.010292381824144185
240,32,0.07084571326445424,0.7979894500275438,586.5928992649019,0.26929073588523567,5,0.0014450280720571006
241,45,0.00011634093751740967,0.581664151161837,761.9222918804925,0.166367009918991,5,0.07437688717471565
242,54,0.0032090080943669103,0.6846775906468667,594.3423751131401,0.29102597554103204,2,0.03003630833146535
243,163,0.0004227820466319301,0.04891391187292626,204.09396698145426,0.39944630236908696,3,0.045877063978376945
244,51,0.0001249265016462504,0.8741853008362871,451.9566298627295,0.8993620331993222,4,0.0325916972664599
245,137,0.01093888287954631,0.23282162871193934,427.79474486070694,0.19392689728864804,4,0.09179089437902019
246,207,0.006786173984041411,0.9606338843788347,749.9458774996041,0.11539005061627196,3,0.009714517318336596
247,58,0.00046719657205609945,0.24958588163160778,99.13841248827744,0.8562183129297586,5,0.026195203697609352
248,146,0.03477014073543546,0.19874058874508682,790.0175599700028,0.7130588937161,2,0.04884744676030989
249,43,0.0028069757009137135,0.30982968848821957,72.67178765185149,0.35951020238985465,4,0.04046609496680726
250,64,0.0004158287013953744,0.7102968074264063,145.79681286651362,0.5506238536623546,5,0.02436364022874513
251,28,0.007426673726138651,0.8665007769774015,185.04165459808496,0.7898652207897168,2,0.07963301524949148
252,27,0.003927179453381169,0.9272569692204973,913.9873526752175,0.4928973058541396,2,0.08686102495229507
253,33,0.009684043282966886,0.4102364370670105,740.877909141868,0.4938425042263056,2,0.009693165325550713
254,59,0.06837417935978193,0.08744155770095097,129.55099828554404,0.38982541416709227,1,0.0507248897524684
255,179,0.014085540169320695,0.8406335783277908,642.7033941056604,0.7656988305332081,3,0.017647788411917675
256,73,0.0003044336690898986,0.609200857691766,658.5417956355209,0.5602594115352256,2,0.0400500117945453
257,267,0.01055403208450473,0.13839419076448156,280.0799128291597,0.1828994249730581,1,0.06568076437603204
258,53,0.00027576764913208777,0.6531773738526291,93.1116083952868,0.13228122539917653,1,0.05573730036893479
259,241,0.014202091728627925,0.7512167783563884,85.58399785845182,0.33044725445572487,1,0.02610783160424013
260,48,0.00013983856600496502,0.2615172203582292,697.0065702805978,0.6876062206477641,3,0.04780926426846147
261,295,0.06399822551391149,0.4124074474154372,148.0626667042275,0.3282804197037653,4,0.025761982939596858
262,458,0.007754579395674687,0.93538279627599,131.01032555480882,0.956133995715312,5,0.032230097561996275
263,377,0.002184167743245608,0.23736404230122832,722.1528626136895,0.6187960728773546,5,0.0020007355101664525
264,18,0.0025499504644808536,0.13848359309851566,696.6117691696303,0.230124851023875,2,0.013113715153962372
265,127,0.04872371732052896,0.7960306146971962,328.15466987743775,0.2828988529314149,1,0.0914751466771117
266,384,0.08627162290416325,0.43472667934270826,85.30436180332299,0.6972146269953237,5,0.024940068649651183
267,190,0.0008489938952932378,0.14513320610569014,210.35806379532903,0.48918463942320367,5,0.09863748682114014
268,361,0.001829649115644483,0.9106770463932258,89.14064590024358,0.6166277089730587,1,0.04163718999879535
269,23,0.0009866549468379394,0.376494867568281,222.13417090915888,0.8265074774864561,2,0.09562303832872872
270,23,0.0002336205921867689,0.17732377325926119,161.99132819591563,0.4815521116703365,2,0.05579696701629173
271,272,0.00013911684726155963,0.02838449883216343,581.2180947322407,0.5247486146706103,4,0.09360848598189628
272,225,0.004248692087123362,0.15835762387101582,553.1858334646539,0.6093156078689587,4,0.08027144866987328
273,254,0.01918589276397346,0.23831880877271905,142.9779056515789,0.5605355281356289,5,0.013343121403393032
274,194,0.003216772442742142,0.78232826152585,256.35545887528434,0.7465561564035609,3,0.09698665272231191
275,31,0.00041697369413033915,0.6943946972283783,567.1392606543876,0.9544918707363492,4,0.05104545680892396
