"","OpenML_task_id","epoch","batch_size","learning_rate","momentum","weight_decay","num_layers","max_units","max_dropout"
"70","189873",15,419,0.000367928411109044,0.720783554434311,0.0164217810988659,2,332,0.0387652430217713
"71","167184",47,44,0.00193712450507937,0.587039686650969,0.0871947193928482,1,109,0.505442700581625
"72","126026",16,30,0.00137214492694022,0.549868311788887,0.0835601218463993,3,135,0.594204745721072
"73","189908",24,455,0.0120029247749481,0.447847065795213,0.060106904378084,2,120,0.722963837208226
"74","189906",8,18,0.00307967943310697,0.361803758780006,0.00710307550978614,4,66,0.646039576502517
"75","168335",37,106,0.0108445177082909,0.641201328183524,0.0436818855733261,2,734,0.369515004800633
"76","126029",39,44,0.000982390457315864,0.356968138525262,0.0403468817429477,2,899,0.456302504753694
"77","167152",8,354,0.000399124809062972,0.236400053948164,0.0032674889201764,5,88,0.615217342972755
"78","189908",27,154,0.000257939862286622,0.537973915166222,0.0827103720934363,5,410,0.588622278301045
"79","167161",21,112,0.000237210904976663,0.82664904223755,0.0131329647122999,2,470,0.665398369543254
"80","34539",7,431,0.000731278214596972,0.444003725596704,0.0258735483401897,2,439,0.705573474289849
"81","126029",39,20,0.00467459141218264,0.696578887028154,0.0455077077266714,2,174,0.0111501556821167
"82","168908",21,58,0.00139887675825433,0.689285578229465,0.0723609215070098,1,64,0.642330310307443
"83","168329",5,38,0.00834099021135888,0.97143609587336,0.0674640795376571,2,305,0.766682331450284
"84","168330",26,55,0.0146127218498429,0.223128678419162,0.0280897002265346,3,324,0.756230829283595
"85","189906",4,264,0.000731841718878951,0.504809887511656,0.0426522559094825,3,268,0.0846430384553969
"86","167168",1,319,0.00412425466963463,0.844840290062129,0.0606794690546626,1,134,0.646544629475102
"87","34539",29,237,0.0246607374970127,0.273413189749699,0.0479525804128824,1,156,0.872650733683258
"88","167161",24,120,0.0509888880557948,0.172145693914499,0.0452968023005477,1,509,0.405142141506076
"89","146212",26,47,0.000979615021922478,0.959867881450336,0.0183521868139133,2,258,0.741372437682003
"90","189908",30,404,0.00162676760024957,0.600921540518757,0.075232598390861,3,125,0.809433163143694
"91","167201",5,455,0.0160224251464055,0.493646401131991,0.0490302800706984,5,206,0.0515042268671095
"92","167161",16,145,0.000711448036660238,0.137116536146495,0.0847872313782154,4,152,0.129247589968145
"93","167161",33,414,0.000193433845950272,0.765807307611685,0.0830307941528293,3,301,0.0270962107460946
"94","168910",47,192,0.0170710484006066,0.362054734681733,0.0336158458442823,2,583,0.840947307646275
"95","126026",7,36,0.000727372125622205,0.965968025405891,0.0801818990523019,4,540,0.0660292005632073
"96","167168",5,28,0.0750491352557132,0.28707442057319,0.0553709531078767,4,451,0.430319999810308
"97","168329",15,390,0.00929604403126081,0.989968038084917,0.0736522255732422,4,140,0.59045448154211
"98","146212",12,18,0.00327049514460503,0.895870376958046,0.0811551279901434,5,254,0.352348999585956
"99","167190",16,330,0.000839007796817941,0.696555773583241,0.00393800275397953,2,167,0.0234517820645124
"100","167152",37,84,0.00679790788220094,0.256482928392943,0.0238192627787963,5,118,0.885052618570626
"101","189905",36,154,0.00367547034590886,0.182584935880732,0.0116418221834442,5,813,0.461171275470406
"102","167168",16,155,0.000987427150115883,0.444468393886927,0.0801535451179254,3,466,0.218983500730246
"103","168331",9,70,0.000132525129608401,0.362109152120538,0.0349838632882549,3,685,0.0129911196418107
"104","189909",51,21,0.0011765491377695,0.41109813000774,0.0978167703570263,3,204,0.30203726189211
"105","189909",8,47,0.0436057885263427,0.566617210900877,0.0274552017146954,2,75,0.984103908995166
"106","167149",40,130,0.000148687037984644,0.585555102091748,0.0748440614840644,4,72,0.425194936338812
"107","167184",38,84,0.000307089981710092,0.593163765261415,0.0232229644860001,3,109,0.777253427309915
"108","189909",22,17,0.00254512377762769,0.870634079799056,0.0192795319353021,2,98,0.810682294191793
"109","167168",11,127,0.0192024362196638,0.595631809795741,0.051773755132677,3,92,0.0562154243234545
"110","146212",13,22,0.000959837382480078,0.139718289331067,0.0198125071847555,4,73,0.76000445522368
"111","189908",44,28,0.000917017931649162,0.532203055275604,0.0436716020531557,4,428,0.367502263979986
"112","189905",52,357,0.0119315922299127,0.225014816008043,0.0362776155334106,2,128,0.350843909429386
"113","34539",36,26,0.00015472578951785,0.188993369480595,0.063458672177603,3,694,0.722883119015023
"114","167184",8,277,0.0260836726720239,0.770115845338441,0.0201027105693752,1,212,0.383895268198103
"115","167161",42,202,0.00451663228297012,0.743899750804994,0.0761849458121788,4,162,0.179743424989283
"116","189866",50,450,0.00276268900265216,0.799422486850526,0.0640189046757994,1,438,0.941009982256219
"117","168908",17,46,0.0045271429362977,0.46542035093531,0.0957305160846491,2,115,0.624970681266859
"118","168908",41,22,0.000970272514596173,0.565068885278888,0.0928934404275729,1,117,0.457907105097547
"119","34539",32,21,0.0420626558568552,0.261073015567381,0.0519387534848927,4,869,0.0406783269718289
"120","167181",34,143,0.000110217378569735,0.447028402127326,0.0934569474078575,5,480,0.470441320678219
"121","167152",5,231,0.0733564016293017,0.162129597640596,0.0945915545900189,5,166,0.318519585067406
"122","126029",51,19,0.000608945971903751,0.152720635393634,0.0487558137419517,1,113,0.520046665333211
"123","168331",18,33,0.00124564542810605,0.18957835114561,0.0353056196597544,1,342,0.184567227261141
"124","189873",37,296,0.000689724512317793,0.207536404347047,0.0790697736346186,2,472,0.379240468144417
"125","189905",5,20,0.00379113213170762,0.353178593693301,0.0379749344259128,2,344,0.0708894382696599
"126","168331",20,208,0.00130735402490264,0.495619326503947,0.0101971566874767,1,67,0.380258785560727
"127","189866",24,104,0.0620861537459882,0.316167630378623,0.0285254614545661,2,730,0.661466121207923
"128","189354",33,313,0.00147176877397233,0.955550645072944,0.0990589697868144,1,482,0.113973963307217
"129","167185",39,258,0.00331023914667141,0.614747575316578,0.0810125045671081,5,911,0.0568309652153403
"130","189908",27,93,0.0966495827515589,0.503760975257028,0.0874632573287189,1,393,0.00887237628921866
"131","168330",50,412,0.0010289978432491,0.867384038218297,0.0945228739276063,4,315,0.330917780054733
"132","168908",43,18,0.000501714678961405,0.36830903547816,0.0452694084171648,3,761,0.933926020516083
"133","167200",36,143,0.00208709406850169,0.418996149818413,0.0489609616325214,1,168,0.658802750054747
"134","167149",2,29,0.0218086761762954,0.850353075754829,0.085730348150651,4,522,0.247288204263896
"135","7593",48,356,0.0095905835089612,0.229959270933177,0.06782559449411,5,924,0.345445238053799
"136","189866",1,18,0.000866055807622282,0.679547533956356,0.0196163922430575,2,83,0.0398675571195781
"137","189906",41,57,0.000290017105643293,0.71692359483568,0.048319301384252,3,307,0.830005541909486
"138","189906",30,229,0.000868380927335513,0.383655880079605,0.0566396499497443,2,590,0.992532981093973
"139","167200",10,141,0.00508131760289499,0.405569454741199,0.0357200037243916,5,667,0.711557725211605
"140","146212",42,58,0.000558821309879927,0.26515988731524,0.0429024894597498,4,682,0.797898226417601
"141","168330",16,238,0.0012195870606871,0.955295629638713,0.0775410803494137,1,440,0.0902178536634892
"142","126026",9,16,0.0308739649250034,0.498066101637669,0.0773249535896489,2,280,0.469984214054421
"143","168910",50,140,0.000123832286552858,0.47818415466696,0.0215390771347983,5,135,0.236774905119091
"144","168910",31,317,0.00624110452543929,0.350841061866377,0.00536019458716502,5,365,0.530760649126023
"145","146212",16,73,0.0405333023579741,0.415939453351311,0.091033334736377,4,67,0.0337748003657907
"146","168329",13,104,0.032744568760537,0.316790355376434,0.00236669301050482,3,117,0.471928768092766
"147","168329",8,19,0.000211737266542448,0.437131668920629,0.0180312799099111,2,430,0.913657551864162
"148","167184",20,176,0.0347308444067572,0.232613639992196,0.0240638237914769,2,73,0.861782675841823
"149","146212",25,60,0.0231505355685852,0.108327655817848,0.0731327298001247,4,105,0.874881541123614
"150","168330",47,29,0.00405172692299179,0.674913555253297,0.0268718393396097,4,128,0.241488392464817
"151","189354",42,38,0.000198658281209995,0.826041028564796,0.0173912415141193,2,843,0.650289962999523
"152","167168",43,106,0.000554042479829529,0.470559576849919,0.0359799067421351,4,69,0.20665185758844
"153","34539",24,28,0.000349490540585429,0.889918114622124,0.047973541665927,3,131,0.938223250443116
"154","7593",35,418,0.000168070993415305,0.574493955301587,0.074035464552776,4,417,0.333222882123664
"155","189354",52,24,0.0180424553448375,0.977140140188858,0.0448474097592197,5,234,0.760995220625773
"156","168910",49,384,0.0121242404056366,0.584993285676464,0.0963799984739884,2,215,0.261881187558174
"157","168330",15,22,0.0027287224534454,0.78389059378067,0.0449374798074132,2,147,0.533115291269496
"158","126026",28,67,0.0232209881604265,0.629307401119731,0.00840278108148603,3,129,0.366847784025595
"159","167190",49,153,0.0958537375862368,0.603666676178109,0.0336007680057315,1,72,0.172154164873064
"160","189862",43,137,0.0471615972823107,0.953966969293542,0.0783314258122118,4,866,0.903258289443329
"161","167149",44,27,0.022284699401478,0.910380927261431,0.0768706161734206,1,518,0.0785296987742186
"162","189906",21,306,0.0114858828576742,0.600627785648685,0.0444794798425073,5,681,0.757941004354507
"163","167190",48,22,0.0277131263857729,0.770035407997202,0.0113301027425588,1,198,0.995550755411386
"164","126026",38,75,0.000960316290433725,0.596307801336516,0.0170185164874815,3,667,0.0963278133422136
"165","189908",6,24,0.00939838372310451,0.370233524381183,0.0521578417870915,1,245,0.104077884927392
"166","167190",20,57,0.0509584909377037,0.896882582390681,0.00460795624374645,5,128,0.984598357463256
"167","167168",42,372,0.00443772977385249,0.127461340832524,0.0806025252177334,2,266,0.657059759600088
"168","189866",42,69,0.0303178986119356,0.728376268143766,0.00818741788330255,4,164,0.43265644647181
"169","167190",49,339,0.000156957391417378,0.285710532122757,0.0444586942426162,1,134,0.652430234476924
"170","167152",2,31,0.00347483554663362,0.40005792832002,0.0908097105785296,5,1024,0.666912156157196
"171","189354",12,253,0.000290082276302063,0.554553478211164,0.0716521697160904,3,654,0.551118749659508
"172","126029",19,21,0.0196132592188851,0.646015971631277,0.060280263494479,2,111,0.188995034899563
"173","167184",20,87,0.0020390841494448,0.769369650601875,0.019147808692574,4,360,0.692717274883762
"174","126026",20,371,0.00224840705890899,0.849300380919594,0.0548252116107172,4,274,0.0706481635570526
"175","167083",17,215,0.0401423641037895,0.90253190258285,0.0762585835485975,3,166,0.77660996792838
"176","189908",51,41,0.0894983118506705,0.503162592928857,0.0449431231975183,1,90,0.199873886536807
"177","168329",16,83,0.000100715367896922,0.745224866457283,0.0515910228194529,3,163,0.580022483598441
"178","189909",30,116,0.0458577358739426,0.859309265755583,0.0837078039638535,3,77,0.212194521678612
"179","168910",6,322,0.0144927053964324,0.67255267623812,0.0404317670780979,2,645,0.309244793606922
"180","189862",52,431,0.00844774534183752,0.317574305671733,0.00428728091322584,4,160,0.791796242585406
"181","168330",49,350,0.000502963045254431,0.67651959848823,0.0739862728463788,3,835,0.0932296952232718
"182","168910",22,68,0.00287439767047438,0.516432098511141,0.0767826192747732,4,229,0.862523903138936
"183","168910",23,54,0.00730692734749101,0.250987599887885,0.0215614190518949,3,259,0.742969414917752
"184","189354",9,21,0.0072150648562517,0.91251389097888,0.0962105767819216,1,387,0.786771139595658
"185","168330",9,121,0.00825863966518019,0.511451067312155,0.0571910186103359,4,937,0.186843189178035
"186","189909",10,121,0.000847493815272044,0.156187053888571,0.0146907582191564,5,149,0.618167469743639
"187","146212",13,32,0.01806270926743,0.733351083386224,0.00597879598807078,5,755,0.325511473463848
"188","126025",8,409,0.0176804245176761,0.980894797998481,0.027262357949221,5,74,0.866033605067059
"189","7593",26,20,0.00141323852070076,0.949310949090868,0.0595441225461662,2,280,0.84936405858025
"190","189865",43,105,0.026697894565266,0.353829889255576,0.0941428014773876,5,117,0.00345946522429585
"191","7593",34,139,0.00224156837149026,0.486690188357607,0.0587976810827456,1,834,0.598712976323441
"192","126029",9,63,0.000194907685892598,0.302613970187958,0.0866100213320926,2,148,0.884270764654502
"193","167104",1,172,0.086780042587662,0.77029757726239,0.0508659223411628,3,80,0.965404108399525
"194","167201",40,267,0.000995196624787876,0.616258077411912,0.0187658471503085,3,122,0.853824637131765
"195","189905",34,405,0.000260368100209701,0.870121848676354,0.0835351302788896,3,444,0.497150840703398
"196","167168",12,17,0.0118329641282987,0.553448420516215,0.0375318508709339,2,384,0.59901322517544
"197","167083",17,239,0.0128877638609562,0.679506524640601,0.0991220771341375,2,237,0.647621215553954
"198","167083",39,324,0.000362816956592047,0.30071943089366,0.0322719357654639,2,676,0.0252844907809049
"199","168910",1,75,0.000706171754172245,0.473304133331403,0.0400537520163669,4,759,0.258677702164277
"200","146212",28,186,0.0172434634641006,0.326661824823823,0.0965526805400173,1,869,0.981497993692756
"201","189909",16,62,0.0227825503268374,0.51323843984399,0.0775177368950518,1,519,0.658732006093487
"202","168335",22,437,0.00568277245062624,0.182798843570054,0.0814345052970387,1,930,0.757122243521735
"203","189354",45,118,0.0287715645457531,0.354051345114131,0.0739368266349752,2,584,0.0887218536809087
"204","168335",11,91,0.0290292473206606,0.397799399669748,0.0641943014618987,5,100,0.179175619734451
"205","168330",50,16,0.00103736239794496,0.73885851536179,0.00574901384272846,2,639,0.734706060495228
"206","167190",29,78,0.00143014048629135,0.816721252042335,0.0255709693353344,2,134,0.165550195844844
"207","168910",38,62,0.000137108705908405,0.107272131817881,0.00918073008778971,5,305,0.0873996927402914
"208","34539",2,33,0.00147692799284568,0.690222208306659,0.0602360176640539,3,205,0.73484068363905
"209","126029",18,143,0.000287654158320294,0.678681370865088,0.0415514445104706,5,127,0.980005426798016
"210","189862",15,155,0.0666367570481951,0.451800709434319,0.0841785830274318,3,340,0.151221962179989
"211","168331",6,180,0.000122936719825427,0.1168351980648,0.0704175392726483,5,116,0.554190498543903
"212","167184",17,18,0.000789648632252399,0.221830875095911,0.0529796678103996,2,282,0.304506331682205
"213","189873",44,309,0.00806715504424779,0.102824985119514,0.0769862341288733,3,964,0.139727037400007
"214","189354",47,49,0.000332293499603008,0.303849919387139,0.0146903620974324,1,805,0.299219687236473
"215","167168",13,29,0.0168716916140746,0.191854013928678,0.0650219300689851,3,819,0.882620542310178
"216","167184",44,33,0.00985184172018878,0.767513587160502,0.0968886278704274,4,638,0.286996094509959
"217","189909",52,452,0.000413381082257967,0.53575785320485,0.0937260431967257,1,269,0.92840897408314
"218","167104",44,33,0.000461020825916927,0.511012483783998,0.0887275764376973,5,112,0.963838979834691
"219","189873",1,126,0.000392848389921028,0.258887219431344,0.0762348337755492,1,210,0.0461545314174145
"220","167168",38,33,0.0155557662736821,0.524922285107896,0.0335508565986599,1,643,0.158110044430941
"221","168329",44,417,0.00351578323083499,0.506510581257753,0.020502595019103,2,168,0.64509535394609
"222","34539",17,274,0.0097634273955824,0.784036608147435,0.0250469016214274,1,76,0.660547214094549
"223","189906",25,23,0.007386463622117,0.870183168174699,0.0387214934803313,4,512,0.499667559517547
"224","189866",20,18,0.046717958298073,0.581604620825965,0.0171495024525793,5,140,0.932969184359536
"225","167149",34,38,0.000208691223563554,0.248436899937224,0.0630422219709214,5,89,0.551255148369819
"226","167161",18,209,0.0111866707881132,0.585257017582189,0.0644207080401969,3,79,0.112696544267237
"227","168868",27,73,0.000583723012204346,0.735421972705517,0.0965745119804144,3,625,0.335044097388163
"228","34539",25,226,0.00250959970229529,0.71885997087229,0.0682763428123831,1,72,0.235486771911383
"229","167104",37,471,0.000902937703658073,0.823100635572337,0.0252312474759063,3,571,0.596847302978858
"230","126026",48,23,0.000801983413238205,0.79252635005163,0.0321494758577715,3,102,0.00732496962882578
"231","126025",24,117,0.000474130627195896,0.494249291101005,0.0673667735107662,1,147,0.634027792839333
"232","189866",4,126,0.00509889303989257,0.869674346223474,0.0893586790584098,4,669,0.145497606601566
"233","168329",29,317,0.000129333252484316,0.169129201509058,0.0672263252301817,1,80,0.0241998028941453
"234","189908",30,105,0.026724554698924,0.191444758144207,0.0238518633987987,3,72,0.196927741868421
"235","189354",41,40,0.000747665621185462,0.168155521661975,0.0763036257198802,4,281,0.624429515795782
"236","168868",49,438,0.000203728404156561,0.367353499336168,0.0325461547829513,2,333,0.0554382633417845
"237","167190",24,52,0.00442499029654962,0.281229352559894,0.0357310291783395,3,377,0.0875310762785375
"238","167083",17,32,0.00195540905533101,0.247285474857781,0.0666451471003145,1,177,0.555564219364896
"239","189866",20,30,0.00698062849034111,0.913693767057266,0.0815652224627579,3,100,0.787143498659134
"240","168329",40,118,0.0245813512753976,0.88269965280313,0.0337442787041795,4,210,0.539556182222441
"241","167184",19,198,0.00418334640381624,0.86531097848434,0.0778497669389704,1,160,0.0622005325276405
"242","168910",41,96,0.0154604962047059,0.116042317654938,0.0899606648583058,3,386,0.658698857529089
"243","167149",16,29,0.00899470781230738,0.260797229509335,0.0201871691220719,2,386,0.342430073302239
"244","167104",48,55,0.000796787654786445,0.149970566257834,0.078713245993848,4,101,0.441801585257053
"245","189905",34,471,0.0088115703741165,0.811182792503387,0.00963655132501153,4,390,0.186538874637336
"246","34539",4,114,0.00029884326515353,0.964479509275407,0.00794020146986703,1,231,0.744729035766795
"247","189905",3,23,0.000694693057980456,0.411215197292622,0.0616320448600012,3,630,0.254022828536108
"248","168329",45,40,0.00215028899096733,0.604561790288426,0.0665444313535397,2,821,0.415618954924867
"249","189906",8,21,0.000222810352036966,0.828218969639856,0.044978634631231,4,901,0.389569662045687
"250","168329",35,109,0.0146507624867961,0.979348227523733,0.0979681965522957,4,480,0.787153434939682
"251","168335",20,221,0.00064376186323658,0.307151007985231,0.0803191151286149,2,374,0.425033388892189
"252","167185",38,45,0.0660438412400464,0.2777254308993,0.028566811906409,4,154,0.128438650863245
"253","167149",13,139,0.000782561251605098,0.426139894791413,0.0114643232865632,1,177,0.485405093058944
"254","168331",26,263,0.00178926496052077,0.295911338890437,0.0155907068962813,4,941,0.047454281244427
"255","168331",52,398,0.000771667169923784,0.615939933662303,0.00536256756931078,1,439,0.350117781432346
"256","168908",46,26,0.0828707480284346,0.22755074972054,0.0803296327598673,1,733,0.0507643793243915
"257","34539",7,429,0.032036190356086,0.161817430923693,0.074889133571093,1,547,0.181499550817534
"258","189873",46,25,0.00206196209480147,0.160220767469145,0.0649785874612769,4,90,0.575077898334712
"259","126029",46,175,0.00121231771505819,0.630236968749668,0.0892040615398414,5,138,0.424998904811218
"260","126025",4,18,0.00746846207954673,0.849198216637597,0.0820607329781819,2,983,0.434442833764479
"261","189909",21,289,0.000241743707775034,0.512050940375775,0.0540854294621619,3,118,0.829611114691943
"262","189873",31,20,0.00193890101088661,0.818054694386665,0.0509640450562746,3,581,0.742674718145281
"263","167200",30,17,0.00402913123908593,0.586932262936607,0.0562853724153945,5,147,0.322106815641746
"264","167149",46,172,0.000209885697068977,0.352426862679422,0.0308786462909542,5,475,0.164955355226994
"265","126029",30,300,0.025380179637068,0.192811573981307,0.0594041883042338,5,105,0.72781637031585
"266","167184",45,187,0.00226289504216728,0.929508659488056,0.0407064348317729,2,119,0.537947973702103
"267","189873",30,41,0.00136466343536116,0.607219064976089,0.0445765781819518,1,114,0.500396786257625
"268","167149",52,292,0.000108371094380886,0.348685908073094,0.0675883961771731,4,68,0.782844617497176
"269","189908",22,291,0.000421726700445691,0.364846463387366,0.0958010699150851,3,782,0.0415702075697482
"270","167200",13,408,0.0149524250263568,0.545033914749511,0.00234311060266802,2,294,0.404233479872346
"271","167201",29,31,0.0171117492960285,0.208812107734848,0.0379675067070732,4,287,0.302317134803161
"272","168868",28,87,0.00847011614325775,0.293463789171074,0.00874925058289198,1,673,0.777057836065069
"273","167083",37,133,0.0013813706879942,0.175192075006198,0.0191673272384051,5,457,0.134331152541563
"274","168331",47,125,0.000132553843574567,0.348848154547159,0.00858285459496779,2,918,0.830498253228143
"275","168335",22,43,0.000328268589379948,0.253966721333563,0.0962675190411252,4,67,0.369583255844191
"276","167201",48,21,0.012978616581873,0.534743818233255,0.036237660179676,3,161,0.721809638431296
"277","168330",19,104,0.00172549281532457,0.398139618074056,0.00450757399351569,5,405,0.485548946075141
"278","189866",37,256,0.00015743037191757,0.206400826154277,0.0127482241951325,3,951,0.440822398522869
"279","189905",36,42,0.000512686126376287,0.653973789121956,0.0294034079503757,2,741,0.32451623911038
"280","7593",47,419,0.000246768311063301,0.833431970796082,0.0923916733772983,1,160,0.227944768732414
"281","189354",16,45,0.00171471052556634,0.12298683290137,0.0977017167033348,4,362,0.98770048818551
"282","167201",31,26,0.000407504661311525,0.9137761267717,0.0600898526823265,5,245,0.186910248128697
"283","167149",46,360,0.00412522519324055,0.786511103832163,0.00449149210338015,4,317,0.184768178500235
"284","167083",14,226,0.00423293063476551,0.719473960748874,0.044586781988882,3,75,0.125225018011406
"285","167104",4,127,0.0947595036142605,0.641704948516563,0.0535701177029288,3,199,0.599231748376042
"286","3945",6,293,0.0001446290626741,0.827642898403574,0.0320801353028952,2,67,0.656195549061522
"287","168335",37,17,0.0688323170821156,0.969892028400209,0.0905797515461547,5,554,0.926406621234491
"288","167184",30,49,0.000365999593500426,0.771407263407018,0.0578912945603975,2,476,0.334452392766252
"289","126026",38,78,0.00206137604327741,0.210565428130794,0.0236979687936464,5,649,0.204842192819342
